diagnosis_code,en_name ,ar_name ,category
,"Cystic, mucinous or serous carcinoma of
retroperitoneum","سرطان كيسي أو مخاطي أو مصلي
خلف الصفاق",Neoplasms
,"Other specified malignant neoplasms of
retroperitoneum","الأورام الخبيثة المحددة الأخرى
خلف الصفاق",Neoplasms
,"Malignant neoplasms of retroperitoneum,
unspecified","الأورام الخبيثة من خلف الصفاق ،
محدد",Neoplasms
,Malignant neoplasms of peritoneum,الأورام الخبيثة في الصفاق,Neoplasms
,Adenocarcinomas of peritoneum,الأورام الغدية في الصفاق,Neoplasms
,"Cystic, mucinous or serous carcinoma of
peritoneum","سرطان كيسي أو مخاطي أو مصلي
صفاق",Neoplasms
,Mesotheliomas of peritoneum,أورام الظهارة المتوسطة من الصفاق,Neoplasms
,Mesothelioma of mesocolon,ورم الظهارة المتوسطة في القولون المتوسط,Neoplasms
,Mesothelioma of mesentery,ورم الظهارة المتوسطة من المساريق,Neoplasms
,Other specified mesotheliomas of peritoneum,أورام الظهارة المتوسطة المحددة الأخرى في الصفاق,Neoplasms
,"Mesotheliomas of peritoneum, unspecified","أورام الظهارة المتوسطة من الصفاق ، غير محددة تقريبا",Neoplasms
,"Other specified malignant neoplasms of
peritoneum","الأورام الخبيثة المحددة الأخرى
صفاق",Neoplasms
,"Malignant neoplasms of peritoneum, unspecified","الأورام الخبيثة من الصفاق ، غير محددة",Neoplasms
,Malignant neoplasms of omentum,الأورام الخبيثة في الثرب,Neoplasms
,"Cystic, mucinous or serous carcinoma of
omentum","سرطان كيسي أو مخاطي أو مصلي
الثرب",Neoplasms
,"Other specified malignant neoplasms of
omentum","الأورام الخبيثة المحددة الأخرى
الثرب",Neoplasms
,"Malignant neoplasms of omentum, unspecified","الأورام الخبيثة في الثرب ، غير محددة تقريبا",Neoplasms
,"Malignant neoplasm involving overlapping sites of retroperitoneum, peritoneum or omentum",الأورام الخبيثة التي تنطوي على مواقع متداخلة من خلف الصفاق أو الصفاق أو الثرب,Neoplasms
,"Adenocarcinoma involving overlapping sites of retroperitoneum, peritoneum or omentum",السرطان الغدي الذي ينطوي على مواقع متداخلة من خلف الصفاق أو الصفاق أو الثرب,Neoplasms
,"Mesothelioma involving overlapping sites of retroperitoneum, peritoneum or omentum",ورم الظهارة المتوسطة الذي يشمل مواقع متداخلة من خلف الصفاق أو الصفاق أو الثرب,Neoplasms
,"Other specified malignant neoplasm involving overlapping sites of retroperitoneum, peritoneum or omentum",الأورام الخبيثة المحددة الأخرى التي تنطوي على مواقع متداخلة من خلف الصفاق أو الصفاق أو الثرب,Neoplasms
,"Malignant neoplasm involving overlapping sites of retroperitoneum, peritoneum or omentum,
unspecified","الورم الخبيث الذي ينطوي على مواقع متداخلة من خلف الصفاق أو الصفاق أو الثرب ،
محدد",Neoplasms
,"Other specified malignant neoplasms of retroperitoneum, peritoneum or omentum",الأورام الخبيثة الأخرى المحددة في خلف الصفاق أو الصفاق أو الثرب,Neoplasms
,"Malignant neoplasms of retroperitoneum, peritoneum or omentum, unspecified","الأورام الخبيثة من خلف الصفاق أو الصفاق أو الثرب، غير محددة تقريبا",Neoplasms
,"Carcinoma of breast, specialised type","سرطان الثدي ، النوع المتخصص",Neoplasms
,Invasive carcinoma of breast,سرطان الثدي الغازي,Neoplasms
,Invasive ductal carcinoma of breast,سرطان الأقنية الغازية في الثدي,Neoplasms
,Invasive lobular carcinoma of breast,سرطان الفصيص الغازي للثدي,Neoplasms
,"Invasive pleomorphic lobular carcinoma of
breast","سرطان الفصيص متعدد الأشكال الغازي
صدر",Neoplasms
,"Invasive carcinoma of breast with mixed ductal
and lobular features","سرطان الثدي الغازي مع الأقنية المختلطة
والميزات الفصيصية",Neoplasms
,"Invasive carcinoma of breast, unidentifiable type","سرطان الثدي الغازي ، نوع غير محدد",Neoplasms
,Inflammatory carcinoma of breast,سرطان الثدي الالتهابي,Neoplasms
,Malignant phyllodes tumour of breast,ورم الفيلودس الخبيث في الثدي,Neoplasms
,"Solid papillary carcinoma of breast with
evidence of invasion","سرطان حليمي صلب في الثدي مع
أدلة على الغزو",Neoplasms
,Hereditary breast and ovarian cancer syndrome,متلازمة سرطان الثدي والمبيض الوراثي,Neoplasms
,Other specified malignant neoplasms of breast,الأورام الخبيثة الأخرى المحددة في الثدي,Neoplasms
,"Malignant neoplasms of breast, unspecified",أورام خبيثة في الثدي غير محددة تقريبا,Neoplasms
,Malignant neoplasms of vulva,الأورام الخبيثة في الفرج,Neoplasms
,Basal cell carcinoma of vulva,سرطان الخلايا القاعدية في الفرج,Neoplasms
,Melanoma of vulva,الورم الميلانيني من الفرج,Neoplasms
,Squamous cell carcinoma of vulva,سرطان الخلايا الحرشفية في الفرج,Neoplasms
,Other specified malignant neoplasms of vulva,الأورام الخبيثة الأخرى المحددة في الفرج,Neoplasms
,"Malignant neoplasms of vulva, unspecified",الأورام الخبيثة في الفرج غير المحددة تقريبا,Neoplasms
,Malignant neoplasms of vagina,الأورام الخبيثة في المهبل,Neoplasms
,Adenocarcinoma of vagina,السرطان الغدي في المهبل,Neoplasms
,Melanoma of vagina,الورم الميلانيني في المهبل,Neoplasms
,Squamous cell carcinoma of vagina,سرطان الخلايا الحرشفية في المهبل,Neoplasms
,Other specified malignant neoplasms of vagina,الأورام الخبيثة الأخرى المحددة في المهبل,Neoplasms
,"Malignant neoplasms of vagina, unspecified","الأورام الخبيثة في المهبل ، غير محددة تقريبا",Neoplasms
,"Malignant neoplasms of uterine ligament,
parametrium, or uterine adnexa","الأورام الخبيثة في أربطة الرحم ،
بارامتريوم ، أو ملحقة الرحم",Neoplasms
,"Adenocarcinoma of uterine ligament,
parametrium, or uterine adnexa","سرطان غدي في الرباط الرحمي ،
بارامتريوم ، أو ملحقة الرحم",Neoplasms
,"Mucinous or serous carcinoma of uterine ligament, parametrium, or uterine adnexa",السرطان المخاطي أو المصلي في الرباط الرحمي أو البارامتريوم أو الملحق الرحمي,Neoplasms
,"Malignant neoplasm involving overlapping sites
of female genital organs","الأورام الخبيثة التي تنطوي على مواقع متداخلة
من الأعضاء التناسلية الأنثوية",Neoplasms
,"Carcinosarcomas of uterine ligament,
parametrium, or uterine adnexa","سرطانية الساركوما في الرباط الرحمي ،
بارامتريوم ، أو ملحقة الرحم",Neoplasms
,"Other specified malignant neoplasms of uterine ligament, parametrium, and uterine adnexa",الأورام الخبيثة المحددة الأخرى في أربطة الرحم والبارامتريوم والملحقة الرحمية,Neoplasms
,"Malignant neoplasms of uterine ligament, parametrium, or uterine adnexa, unspecified",الأورام الخبيثة في الرباط الرحمي أو البارامتريوم أو ملحقة الرحم غير المحددة تقريبا,Neoplasms
,Malignant neoplasms of ovary,أورام خبيثة في المبيض,Neoplasms
,Carcinomas of ovary,سرطان المبيض,Neoplasms
,Clear cell adenocarcinoma of ovary,سرطان غدي الخلايا الصافية للمبيض,Neoplasms
,Endometrioid adenocarcinoma of ovary,سرطان بطانة الرحم الغدي في المبيض,Neoplasms
,Low grade serous adenocarcinoma of ovary,السرطان الغدي المصلي منخفض الدرجة في المبيض,Neoplasms
,High grade serous adenocarcinoma of ovary,سرطان غدي مصلي عالي الدرجة في المبيض,Neoplasms
,Mucinous adenocarcinoma of ovary,السرطان الغدي المخاطي للمبيض,Neoplasms
,Other specified carcinomas of ovary,سرطانات المبيض المحددة الأخرى,Neoplasms
,"Carcinomas of ovary, unspecified",سرطان المبيض غير المحدد تقريبا,Neoplasms
,Dysgerminoma of ovary,الورم العصبي في المبيض,Neoplasms
,Granulosa cell malignant tumour of ovary,ورم خبيث للخلايا الحبيبية في المبيض,Neoplasms
,Malignant teratoma of ovary,ورم مسخي خبيث في المبيض,Neoplasms
,"Serous cystadenoma, borderline malignancy of
ovary","ورم المثانة المصلي ، ورم خبيث حدودي
مبيض",Neoplasms
,"Endodermal sinus tumour, unspecified site,
female","ورم الجيوب الأنفية الأديم الباطن ، موقع غير محدد ،
أنثى",Neoplasms
,"Other specified malignant neoplasms of the
ovary","الأورام الخبيثة الأخرى المحددة في
مبيض",Neoplasms
,"Malignant neoplasms of ovary, unspecified",الأورام الخبيثة في المبيض غير المحددة تقريبا,Neoplasms
,Malignant neoplasms of fallopian tube,الأورام الخبيثة في قناة فالوب,Neoplasms
,Adenocarcinoma of fallopian tube,سرطان غدي قناة فالوب,Neoplasms
,"Other specified malignant neoplasms of
fallopian tube","الأورام الخبيثة المحددة الأخرى
قناة فالوب",Neoplasms
