International non-proprietary name (INN)-8-mg/4ml-Dosage form,Proprietary (Trade) name,Prescribing level,Pre-AuthorizationProtocol
Atenolol 100/Orally,ATENO 100 mg 20 tab,طبيب أسرة,No
Atenolol 100/Orally,ATENO 100 mg 10 tab,طبيب أسرة,No
Atenolol 100/Orally,Tenormin 100 mg 28 tab,طبيب أسرة,No
Atenolol 100/Orally,Tenormin 100 mg 14tab,طبيب أسرة,No
Bisoprolol 2.5/Orally,Bistol 2.5 mg 20 tab,طبيب أسرة,No
Bisoprolol 2.5/Orally,Bistol 2.5 mg 10 tab,طبيب أسرة,No
Bisoprolol 2.5/Orally,CONCOR COR 2.5mg 30 tab,طبيب أسرة,No
Bisoprolol 2.5/Orally,CONCOR COR 2.5mg 10 tab,طبيب أسرة,No
Bisoprolol 5/Orally,Bisolock 5 mg 20 tab,طبيب أسرة,No
Bisoprolol 5/Orally,Bisolock 5 mg 30 tab,طبيب أسرة,No
Bisoprolol 5/Orally,Bisolock 5 mg 10 tab,طبيب أسرة,No
Bisoprolol 5/Orally,Bisoprolol Fumarate –INAD Pharma 5mg 20 tab,طبيب أسرة,No
Bisoprolol 5/Orally,Bisoprolol Fumarate –INAD Pharma 5mg 10 tab,طبيب أسرة,No
Bisoprolol 5/Orally,Egypro 5 mg 30 tab,طبيب أسرة,No
Bisoprolol 5/Orally,Egypro 5 mg 10 tab,طبيب أسرة,No
Bisoprolol 5/Orally,CONCOR 5 mg 30 tab,طبيب أسرة,No
Bisoprolol 5/Orally,CONCOR 5 mg 10 tab,طبيب أسرة,No
Bisoprolol 10/Orally,Bisocard 10 mg 30 tab,طبيب أسرة,No
Bisoprolol 10/Orally,Bisocard 10 mg 10 tab,طبيب أسرة,No
Bisoprolol 10/Orally,Bisolock 10 mg 20 tab,طبيب أسرة,No
Bisoprolol 10/Orally,Bisolock 10 mg 10 tab,طبيب أسرة,No
Bisoprolol 10/Orally,Bisoprolol fumarate-Pharo Pharma 10 mg 20 tab,طبيب أسرة,No
Bisoprolol 10/Orally,Bisoprolol fumarate-Pharo Pharma 10 mg 10 tab,طبيب أسرة,No
Bisoprolol 10/Orally,Bisoprolol Fumarate –INAD Pharma 10mg 20 tab,طبيب أسرة,No
Bisoprolol 10/Orally,Bisoprolol Fumarate –INAD Pharma 10mg 10 tab,طبيب أسرة,No
Bisoprolol 10/Orally,BISTOL 10 mg 20 tab,طبيب أسرة,No
Bisoprolol 10/Orally,BISTOL 10 mg 10 tab,طبيب أسرة,No
Bisoprolol 10/Orally,NORMOCARD 10 mg 30 tab,طبيب أسرة,No
Bisoprolol 10/Orally,NORMOCARD 10 mg 20 tab,طبيب أسرة,No
Bisoprolol 10/Orally,NORMOCARD 10 mg 10 tab,طبيب أسرة,No
Bisoprolol 10/Orally,Isofumarol 10 mg 10 tab,طبيب أسرة,No
Bisoprolol 10/Orally,CONCOR 10 mg 30 tab,طبيب أسرة,No
Bisoprolol 10/Orally,CONCOR 10 mg 10 tab,طبيب أسرة,No
Carvedilol 6.25/Orally,CARDILOL 6.25 mg 30 tab,طبيب أسرة,No
Carvedilol 6.25/Orally,CARDILOL 6.25 mg 10 tab,طبيب أسرة,No
Carvedilol 12.5/Orally,Carvipress12.5 mg 20 tab,طبيب أسرة,No
Carvedilol 12.5/Orally,Carvipress12.5 mg 10 tab,طبيب أسرة,No
Carvedilol 25/Orally,Cardilol 25 mg 30 tab,طبيب أسرة,No
Carvedilol 25/Orally,Cardilol 25 mg 10 tab,طبيب أسرة,No
Labetalol 100/Orally,LABIPRESS 100 mg 10 tab,طبيب أسرة,No
Labetalol 100/Orally,LABIPRESS 100 mg 30 tab,طبيب أسرة,No
Labetalol 200/Orally,LABIPRESS 200 mg 10 tab,طبيب أسرة,No
Labetalol 200/Orally,LABIPRESS 200 mg 30 tab,طبيب أسرة,No
Metoprolol 25/19.5Orally,Selokenzoc 25 mg 28 tab,طبيب أسرة,No
Metoprolol 25/19.5Orally,Selokenzoc 25 mg 14tab,طبيب أسرة,No
Metoprolol 50/39Orally,Selokenzoc 50 mg 28 tab,طبيب أسرة,No
Metoprolol 50/39Orally,Selokenzoc 50 mg 14tab,طبيب أسرة,No
Metoprolol 100/Orally,Selokenzoc 100 mg 28 tab,طبيب أسرة,No
Metoprolol 100/Orally,Selokenzoc 100 mg 14tab,طبيب أسرة,No
Metoprolol 200/Orally,Selokenzoc 200 mg 28 tab,طبيب أسرة,No
Metoprolol 200/Orally,Selokenzoc 200 mg 14 tab,طبيب أسرة,No
Nebivolol 2.5/Orally,Nevilob 2.5 mg 14 tab,طبيب أسرة,No
Nebivolol 2.5/Orally,Nevilob 2.5 mg 7tab,طبيب أسرة,No
Nebivolol 5/Orally,Mavilor 5mg 30 tab,طبيب أسرة,No
Nebivolol 5/Orally,Mavilor 5mg 10 tab,طبيب أسرة,No
Nebivolol 5/Orally,NEBASCO 5 mg 30 tab,طبيب أسرة,No
Nebivolol 5/Orally,NEBASCO 5 mg 10 tab,طبيب أسرة,No
Nebivolol 5/Orally,NEPVOL 5 mg 30 tab,طبيب أسرة,No
Nebivolol 5/Orally,NEPVOL 5 mg 10 tab,طبيب أسرة,No
Nebivolol 5/Orally,NEVILOB 5 mg 14 tab,طبيب أسرة,No
Nebivolol 5/Orally,NEVILOB 5 mg 7tab,طبيب أسرة,No
Nebivolol 5/Orally,Nebilet 5 mg 14 tab,طبيب أسرة,No
Indapamide 1.5/Orally,Natristazen 1.5 mg 30 tab,أخصائي,No
Indapamide 1.5/Orally,Natristazen 1.5 mg 10 tab,أخصائي,No
Indapamide 1.5/Orally,Natrilix SR 1.5 mg 30 tab,طبيب أسرة,No
Indapamide 1.5/Orally,Natrilix SR 1.5 mg 15tab,طبيب أسرة,No
Indapamide 2.5/Orally,HYPOTENSE2.5 mg 20 tab,طبيب أسرة,No
Indapamide 2.5/Orally,HYPOTENSE2.5 mg 10 tab,طبيب أسرة,No
Indapamide 2.5/Orally,Indamide 2.5 mg 30 tab,طبيب أسرة,No
Indapamide 2.5/Orally,Indamide 2.5 mg 10 tab,طبيب أسرة,No
Furosemide 40/Orally,FUROSEMIDE 40 mg 20 tab,طبيب أسرة,No
Furosemide 40/Orally,FUROSEMIDE 40 mg 10 tab,طبيب أسرة,No
Furosemide 40/Orally,SALEX 40 mg 20 tab,طبيب أسرة,No
Furosemide 40/Orally,SALEX 40 mg 10 tab,طبيب أسرة,No
Furosemide 40/Orally,LASIX 40 mg 24 tab,طبيب أسرة,No
Furosemide 40/Orally,LASIX 40 mg 12 tab,طبيب أسرة,No
Furosemide 500/Orally,FURORETIC 500 mg 30 tab,طبيب أسرة,No
Furosemide 500/Orally,FURORETIC 500 mg 20 tab,طبيب أسرة,No
Furosemide 500/Orally,FURORETIC 500 mg 10 tab,أخصائي,No
Spironolactone + Furosemide 50/20Orally,LASILACTONE 50/20 mg 30 tab,طبيب أسرة,No
Spironolactone + Furosemide 50/20Orally,LASILACTONE 50/20 mg 10 tab,طبيب أسرة,No
Bumetanide 1/Orally,EDEMEX 1 mg  20 tab,طبيب أسرة,No
Bumetanide 1/Orally,EDEMEX 1 mg  10 tab,طبيب أسرة,No
Spironolactone 25/Orally,POTASPIRONO 25 mg 10 tab,طبيب أسرة,No
Spironolactone 25/Orally,POTASPIRONO 25 mg 20 tab,طبيب أسرة,No
Spironolactone 25/Orally,Spectone 25mg 20 tab,طبيب أسرة,No
Spironolactone 25/Orally,Spectone 25mg 10 tab,طبيب أسرة,No
Spironolactone 100/Orally,POTASPIRONO 100 mg 10 tab,طبيب أسرة,No
Spironolactone 100/Orally,POTASPIRONO 100 mg 20 tab,طبيب أسرة,No
Spironolactone 100/Orally,SPECTONE 100 mg 20 tab,طبيب أسرة,No
Spironolactone 100/Orally,SPECTONE 100 mg 10 tab,طبيب أسرة,No
Spironolactone 100/Orally,SPIRONOLACTONE-SEDICO 100 mg 20 tab,طبيب أسرة,No
Spironolactone 100/Orally,SPIRONOLACTONE-SEDICO 100 mg 10 tab,طبيب أسرة,No
Torsemide 5/Orally,Torseretic 5mg 30 tab,طبيب أسرة,No
Torsemide 5/Orally,Torseretic 5mg 10 tab,طبيب أسرة,No
Torsemide 5/Orally,EXAMIDE 5 mg 30 tab,طبيب أسرة,No
Torsemide 5/Orally,EXAMIDE 5 mg 10 tab,طبيب أسرة,No
Torsemide 10/Orally,Retorinad 10mg 10 tab,طبيب أسرة,No
Torsemide 10/Orally,TORSAMOLEX 10 mg 20 tab,طبيب أسرة,No
Torsemide 10/Orally,TORSAMOLEX 10 mg 10 tab,طبيب أسرة,No
Torsemide 20/Orally,TORSAMOLEX 20 mg 20 tab,طبيب أسرة,No
Torsemide 20/Orally,TORSAMOLEX 20 mg 10 tab,طبيب أسرة,No
Torsemide 20/Orally,Retorinad 20mg 10 tab,طبيب أسرة,No
Torsemide 20/Orally,EXARETIC 20 mg 30 tab,طبيب أسرة,No
Torsemide 20/Orally,EXARETIC 20 mg 10 tab,طبيب أسرة,No
Torsemide 20/Orally,Torseretic 20 mg 30 tab,طبيب أسرة,No
Torsemide 20/Orally,Torseretic 20 mg 10 tab,طبيب أسرة,No
Metolazone 5/Orally,demafight 5 mg 10 tab,أخصائي,No
Metolazone 5/Orally,demafight 5 mg 30 tab,أخصائي,No
Metolazone 5/Orally,Efectinix 5 mg 10 tab,أخصائي,No
Metolazone 5/Orally,Efectinix 5 mg 20 tab,أخصائي,No
Nifedipine 10/Orally,EPILAT 10 mg 30 tab,طبيب أسرة,No
Nifedipine 20/Orally,EPILAT RETARD 20 mg 20 tab,طبيب أسرة,No
Nifedipine 20/Orally,EPILAT RETARD 20 mg 10 tab,طبيب أسرة,No
Felodipine 5/Orally,PLENDIL 5 mg 30 tab,أخصائي,No
Felodipine 5/Orally,PLENDIL 5 mg 10 tab,أخصائي,No
Felodipine 10/Orally,PLENDIL 10 mg tab 30 tab,أخصائي,No
Verapamil 80/Orally,VERATENS 80 mg 10 tab,طبيب أسرة,No
Verapamil 80/Orally,ISOPTIN 80 mg 30 tab,طبيب أسرة,No
Verapamil 80/Orally,ISOPTIN 80 mg 10 tab,طبيب أسرة,No
Verapamil 240/Orally,ISOPTIN S.R. 240 mg 30 tab,طبيب أسرة,No
Verapamil 240/Orally,ISOPTIN S.R. 240 mg 10 tab,طبيب أسرة,No
Verapamil 240/Orally,VERATENS 240 mg SR 10 tab,طبيب أسرة,No
Diltiazem 60/Orally,ANGITECT 60 mg 20 tab,طبيب أسرة,No
Diltiazem 60/Orally,ANGITECT 60 mg 10 tab,طبيب أسرة,No
Diltiazem 60/Orally,DILTIAZEM 60 mg 20 tab,طبيب أسرة,No
Diltiazem 60/Orally,DILTIAZEM 60 mg 10 tab,طبيب أسرة,No
Diltiazem 90/Orally,DILTIAZEM SR 90 mg 10 tab,طبيب أسرة,No
Diltiazem 120/Orally,SLOW-ZEM 120mg 10 tab,طبيب أسرة,No
Diltiazem 180/Orally,SLOW-ZEM 180mg 10 tab,طبيب أسرة,No
Diltiazem 180/Orally,DILTIAZEM SR 180 mg 10 tab,طبيب أسرة,No
Amlodipine 5/Orally,VASOPINE 5 mg 10 tab,طبيب أسرة,No
Amlodipine 5/Orally,VASOPINE 5 mg 30 tab,طبيب أسرة,No
Amlodipine 5/Orally,REGCOR 5 mg 30  tab,طبيب أسرة,No
Amlodipine 5/Orally,REGCOR 5 mg 10  tab,طبيب أسرة,No
Amlodipine 5/Orally,Norvasc 5 mg 30 tab,طبيب أسرة,No
Amlodipine 5/Orally,Norvasc 5 mg 10 tab,طبيب أسرة,No
Amlodipine 10/Orally,PINAVASC 10 mg 10 tab,طبيب أسرة,No
Amlodipine 10/Orally,REGCOR 10 mg 10 tab,طبيب أسرة,No
Amlodipine 10/Orally,vasopine 10 mg 10 tab,طبيب أسرة,No
Amlodipine 10/Orally,Norvasc 10 mg 15 tab,طبيب أسرة,No
Amlodipine 10/Orally,Norvasc 10 mg 5 tab,طبيب أسرة,No
lercanidipine 10/Orally,Blockadipine 10 mg 10 tab,أخصائي,No
lercanidipine 10/Orally,Care dipine 10mg 20 tab,أخصائي,No
lercanidipine 10/Orally,Care dipine 10mg 10 tab,أخصائي,No
Captopril 25/Orally,CAPOTRIL 25 mg 20 tab,طبيب أسرة,No
Captopril 25/Orally,CAPOTRIL 25 mg 10 tab,طبيب أسرة,No
Captopril 25/Orally,LOTENSINE 25 mg  20 tab,طبيب أسرة,No
Captopril 25/Orally,LOTENSINE 25 mg  10 tab,طبيب أسرة,No
Captopril 25/Orally,CAPOTEN 25mg 20 tab,طبيب أسرة,No
Captopril 25/Orally,CAPOTEN 25mg 10 tab,طبيب أسرة,No
Captopril 50/Orally,CAPOTRIL 50 mg 10 tab,طبيب أسرة,No
Captopril 50/Orally,CAPOTRIL 50 mg 20 tab,طبيب أسرة,No
Captopril 50/Orally,CAPTOPRIL - ALEXANDRIA 50 mg 10 tab,طبيب أسرة,No
Captopril 50/Orally,CAPOTEN 50 mg 10 tab,طبيب أسرة,No
Enalapril 10/Orally,PRES 10 mg 30 tab,طبيب أسرة,No
Enalapril 10/Orally,PRES 10 mg 10 tab,طبيب أسرة,No
Enalapril 10/Orally,PRESSLIGHT 10 mg 10 tab,طبيب أسرة,No
Enalapril 20/Orally,PRES 20 mg 10 tab,طبيب أسرة,No
Enalapril 20/Orally,PRES 20 mg 30 tab,طبيب أسرة,No
Lisinopril 5/Orally,SINOPRIL 5 mg 10 tab,طبيب أسرة,No
Lisinopril 5/Orally,SINOPRIL 5 mg 20 tab,طبيب أسرة,No
Lisinopril 5/Orally,ZESTRIL 5 mg 10 tab,طبيب أسرة,No
Lisinopril 10/Orally,SINOPRIL 10 mg 30 tab,طبيب أسرة,No
Lisinopril 10/Orally,SINOPRIL 10 mg 10 tab,طبيب أسرة,No
Lisinopril 10/Orally,ZESTRIL 10 mg 10 tab,طبيب أسرة,No
Lisinopril 20/Orally,ZESTRIL 20 mg 10 tab,طبيب أسرة,No
Ramipril 1.25/Orally,RAMIPRIL 1.25mg 7 tab,طبيب أسرة,No
Ramipril 1.25/Orally,RAMPECARDIN 1.25mg7 tab,طبيب أسرة,No
Ramipril 1.25/Orally,TRITACE 1.25mg 14 tab,طبيب أسرة,No
Ramipril 1.25/Orally,TRITACE 1.25mg 7 tab,طبيب أسرة,No
Ramipril 1.25/Orally,TRITACE 1.25mg 28 tab,طبيب أسرة,No
Ramipril 2.5/Orally,RAMIPRIL 2.5mg 7 tab,طبيب أسرة,No
Ramipril 2.5/Orally,RAMPECARDIN 2.5 mg 7 tab,طبيب أسرة,No
Ramipril 2.5/Orally,TRITACE 2.5mg 28 tab,طبيب أسرة,No
Ramipril 2.5/Orally,TRITACE 2.5mg 14 tab,طبيب أسرة,No
Ramipril 2.5/Orally,TRITACE 2.5mg 7 tab,طبيب أسرة,No
Ramipril 5/Orally,RAMIPRIL 5 mg 7 tab,طبيب أسرة,No
Ramipril 5/Orally,RAMPECARDIN 5 mg 7 tab,طبيب أسرة,No
Ramipril 5/Orally,RIGHT-ACE 5 mg 30 tab,طبيب أسرة,No
Ramipril 5/Orally,RIGHT-ACE 5 mg 10 tab,طبيب أسرة,No
Ramipril 5/Orally,TRITACE 5mg 14 tab,طبيب أسرة,No
Ramipril 5/Orally,TRITACE 5mg 7 tab,طبيب أسرة,No
Ramipril 5/Orally,TRITACE 5mg 28 tab ,طبيب أسرة,No
Ramipril 10/Orally,Ramipril 10 mg 10 tab,طبيب أسرة,No
Ramipril 10/Orally,RAMPECARDIN 10 mg 7 tab,طبيب أسرة,No
Ramipril 10/Orally,RIGHT-ACE 10 mg tab 30 tab,طبيب أسرة,No
Ramipril 10/Orally,RIGHT-ACE 10 mg tab 10 tab,طبيب أسرة,No
Ramipril 10/Orally,TRITACE PROTECT 10 mg 20 tab,طبيب أسرة,No
Ramipril 10/Orally,TRITACE PROTECT 10 mg 10 tab,طبيب أسرة,No
Perindopril 3.395/Orally,Coversyl 5 mg 15 tab,أخصائي,No
Perindopril 3.395/Orally,Coversyl 5 mg 30 tab,أخصائي,No
Perindopril 6.79/Orally,Coversyl 10 mg 15 tab ,أخصائي,No
Perindopril 6.79/Orally,Coversyl 10 mg 30 tab ,أخصائي,No
Candesartan 4/Orally,CANDALKAN 4mg 14 tab,أخصائي,No
Candesartan 4/Orally,CANDALKAN 4 mg 7 tab,أخصائي,No
Candesartan 4/Orally,ATACAND 4 mg 14 tab,أخصائي,No
Candesartan 8/Orally,Albustix 8 mg 10 tab,أخصائي,No
Candesartan 8/Orally,Albustix 8 mg 30 tab,أخصائي,No
Candesartan 8/Orally,Globacand 8 mg 28 tab,أخصائي,No
Candesartan 8/Orally,Globacand 8 mg 14tab,أخصائي,No
Candesartan 8/Orally,CANDALKAN 8 mg 14 tab,أخصائي,No
Candesartan 8/Orally,CANDALKAN 8 mg 7tab,أخصائي,No
Candesartan 8/Orally,Gyptosartan 8 mg 7 tab,أخصائي,No
Candesartan 8/Orally,BLOPRESS 8mg 28 tab ,أخصائي,No
Candesartan 8/Orally,BLOPRESS 8mg 14 tab ,أخصائي,No
Candesartan 8/Orally,ATACAND 8 mg 28 tab,أخصائي,No
Candesartan 8/Orally,ATACAND 8 mg 14 tab,أخصائي,No
Candesartan 8/Orally,ATACAND 8 mg 7 tab,أخصائي,No
Candesartan 16/Orally,Albustix 16 mg 10 tab,أخصائي,No
Candesartan 16/Orally,Albustix 16 mg 30 tab,أخصائي,No
Candesartan 16/Orally,CANDESAR 16 mg 14 tab,أخصائي,No
Candesartan 16/Orally,CANDESAR 16 mg 7 tab,أخصائي,No
Candesartan 16/Orally,Globacand 16 mg 28 tab ,أخصائي,No
Candesartan 16/Orally,Globacand 16 mg 14tab ,أخصائي,No
Candesartan 16/Orally,CANDALKAN 16 mg 14 tab ,أخصائي,No
Candesartan 16/Orally,CANDALKAN 16 mg 7 tab ,أخصائي,No
Candesartan 16/Orally,Gyptosartan 16 mg 7 tab ,أخصائي,No
Candesartan 16/Orally,BLOPRESS 16mg 28 tab ,أخصائي,No
Candesartan 16/Orally,BLOPRESS 16mg 14 tab ,أخصائي,No
Candesartan 16/Orally,ATACAND 16 mg 14tab ,أخصائي,No
Candesartan 32/Orally,Albustix 32mg 10 tab ,أخصائي,No
Candesartan 32/Orally,Albustix 32mg 30 tab ,أخصائي,No
Losartan 50/Orally,LOSAR 50 mg 7 tab ,طبيب أسرة,No
Losartan 50/Orally,LOSAR 50 mg 28 tab ,طبيب أسرة,No
Losartan 50/Orally,COZAAR 50 mg 14 tab ,طبيب أسرة,No
Losartan 50/Orally,COZAAR 50 mg 7 tab ,طبيب أسرة,No
Losartan 100/Orally,Losartan 100 mg 14 tab ,طبيب أسرة,No
Losartan 100/Orally,Losartan 100 mg 7 tab ,طبيب أسرة,No
Losartan 100/Orally,Cozaar 100 mg 7 tab,طبيب أسرة,No
Losartan 100/Orally,Cozaar 100 mg 14 tab,طبيب أسرة,No
Olmesartan medoxomil 20/Orally,ERASTAPEX 20 mg 30 tab,أخصائي,No
Olmesartan medoxomil 20/Orally,ERASTAPEX 20 mg 10 tab,أخصائي,No
Olmesartan medoxomil 20/Orally,Olmeborg 20 mg 10 tab,أخصائي,No
Olmesartan medoxomil 20/Orally,Vecovartec 20 mg 21 tab,أخصائي,No
Olmesartan medoxomil 20/Orally,Vecovartec 20 mg 7tab,أخصائي,No
Olmesartan medoxomil 40/Orally,ERASTAPEX 40 mg 30 tab,أخصائي,No
Olmesartan medoxomil 40/Orally,ERASTAPEX 40 mg 10 tab,أخصائي,No
Olmesartan medoxomil 40/Orally,olmeborg 40 mg 10 tab,أخصائي,No
Valsartan 40/Orally,VASOTEC 40 mg 14 tab,طبيب أسرة,No
Valsartan 40/Orally,VASOTEC 40 mg 7 tab,طبيب أسرة,No
Valsartan 40/Orally,Lasaromep 40 mg 10 tab,طبيب أسرة,No
Valsartan 40/Orally,TAREG 40 mg 15 tab,طبيب أسرة,No
Valsartan 40/Orally,TAREG 40 mg 5 tab,طبيب أسرة,No
Valsartan 80/Orally,Lasaromep 80 mg 14 tab,طبيب أسرة,No
Valsartan 80/Orally,Lasaromep 80 mg 7 tab,طبيب أسرة,No
Valsartan 80/Orally,VASOTEC 80 mg 14 tab,طبيب أسرة,No
Valsartan 80/Orally,Tareg 80 mg 7 tab,طبيب أسرة,No
Valsartan 160/Orally,ADWIVALSAR 160 mg 30 tab,طبيب أسرة,No
Valsartan 160/Orally,ADWIVALSAR 160 mg 10 tab,طبيب أسرة,No
Valsartan 160/Orally,VASOTEC 160 mg 21 tab,طبيب أسرة,No
Valsartan 160/Orally,VASOTEC 160 mg 7 tab,طبيب أسرة,No
Valsartan 160/Orally,Tareg 160 mg 28 tab,طبيب أسرة,No
Valsartan 160/Orally,Tareg 160 mg 7 tab,طبيب أسرة,No
Valsartan 320/Orally,IDISARTAN 320 mg 7 tab,طبيب أسرة,No
Valsartan 320/Orally,IDISARTAN 320 mg 21 tab,طبيب أسرة,No
Irbesartan 150/Orally,X –Tension 150 mg 28 tab,أخصائي,No
Irbesartan 150/Orally,X –Tension 150 mg 7 tab,أخصائي,No
Irbesartan 300/Orally,X –Tension 300 mg 28 tab,أخصائي,No
Irbesartan 300/Orally,X –Tension 300 mg 7 tab,أخصائي,No
Atenolol + Chlorothalidone 50/25Orally,Ateno-c 50/25 mg 20 tab,طبيب أسرة,No
Atenolol + Chlorothalidone 50/25Orally,Ateno-c 50/25 mg 10 tab,طبيب أسرة,No
Atenolol + Chlorothalidone 100/25Orally,Ateno-C  100/25 mg 20 tab,طبيب أسرة,No
Atenolol + Chlorothalidone 100/25Orally,Ateno-C  100/25 mg 10 tab,طبيب أسرة,No
Atenolol + Chlorothalidone 100/25Orally,Blokium Diu 100/25 mg 15 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 2.5/6.25Orally,Bistol Plus 2.5/6.25 mg 20 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 2.5/6.25Orally,Bistol Plus 2.5/6.25 mg 10 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 5/12.5Orally,BISOCARD PLUS 5/12.5 mg 30 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 5/12.5Orally,BISOCARD PLUS 5/12.5 mg 10 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 5/12.5Orally,BISOLOCK-D 5/12.5 mg 20 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 5/12.5Orally,BISOLOCK-D 5/12.5 mg 10 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 5/12.5Orally,Bistol Plus 5mg/12.5mg 20 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 5/12.5Orally,Bistol Plus 5mg/12.5mg 10 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 5/12.5Orally,Cardivo-care 5/12.5 mg  20 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 5/12.5Orally,Cardivo-care 5/12.5 mg  30 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 5/12.5Orally,Cardivo-care 5/12.5 mg  10 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 10/6.25Orally,CARDIVO-CARE 10 6.25 mg 30 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 10/6.25Orally,CARDIVO-CARE 10 6.25 mg 10 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 10/25Orally,Bisolock-D 10/25 mg  20 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 10/25Orally,Bisolock-D 10/25 mg  10 tab,طبيب أسرة,No
Bisoprolol + Hydrochlorothiazide 10/25Orally,Isofumarol Plus 10/25 mg 10 tab,طبيب أسرة,No
Bisoprolol + Amlodipine 5/5Orally,Concor AMLO 5/5 mg 30 tab,طبيب أسرة,No
Bisoprolol + Amlodipine 5/5Orally,Concor AMLO 5/5 mg 10 tab,طبيب أسرة,No
Carvedilol + Ivabradine 6.25/5Orally,Carivalan 6.25/5mg 28 tab,أخصائي,No
Carvedilol + Ivabradine 6.25/5Orally,Carivalan 6.25/5mg 7 tab,أخصائي,No
Carvedilol + Ivabradine 6.25/7.5Orally,Carivalan 6.25/7.5 mg 28 tab,أخصائي,No
Carvedilol + Ivabradine 6.25/7.5Orally,Carivalan 6.25/7.5 mg 7tab,أخصائي,No
Carvedilol + Ivabradine 12.5/5Orally,Carivalan 12.5/5mg 28 tab,أخصائي,No
Carvedilol + Ivabradine 12.5/5Orally,Carivalan 12.5/5mg 7tab,أخصائي,No
Carvedilol + Ivabradine 12.5/7.5Orally,Carivalan 12.5/7.5mg 28 tab,أخصائي,No
Carvedilol + Ivabradine 12.5/7.5Orally,Carivalan 12.5/7.5mg 7tab,أخصائي,No
Benazepril + Amlodipine 5/10Orally,AMLO-ACE 5/10 mg 10 tab,أخصائي,No
Benazepril + Amlodipine 5/10Orally,Magnetrel 5/10mg 30 tab,أخصائي,No
Benazepril + Amlodipine 5/10Orally,Magnetrel 5/10mg 10 tab,أخصائي,No
Nebivolol + Hydrochlorothiazide 5/12.5Orally,Nebvonad 5/12.5 mg 10 tab,طبيب أسرة,No
Nebivolol + Hydrochlorothiazide 5/12.5Orally,Nevilob Plus 5/12.5 mg 20 tab ,طبيب أسرة,No
Nebivolol + Hydrochlorothiazide 5/12.5Orally,Nevilob Plus 5/12.5 mg 10 tab ,طبيب أسرة,No
Nebivolol + Hydrochlorothiazide 5/12.5Orally,Nebilet Plus 5/12.5mg 14 tab ,طبيب أسرة,No
Nebivolol + Hydrochlorothiazide 5/25Orally,Nevilob plus 5/25 mg 20 tab,طبيب أسرة,No
Nebivolol + Hydrochlorothiazide 5/25Orally,Nevilob plus 5/25 mg 10 tab,طبيب أسرة,No
Indapamide + Captopril 2.5/50Orally,NORMATEN 50/2.5mg 30 tab,طبيب أسرة,No
Indapamide + Captopril 2.5/50Orally,NORMATEN 50/2.5mg 20 tab,طبيب أسرة,No
Indapamide + Captopril 2.5/50Orally,NORMATEN 50/2.5mg 10 tab,طبيب أسرة,No
Amiloride + Hydrochlorothiazide 5/50Orally,MODURETIC 5/50 mg 30 tab,طبيب أسرة,No
Amiloride + Hydrochlorothiazide 5/50Orally,MODURETIC 5/50 mg 10 tab,طبيب أسرة,No
Olmesartan medoxomil + Amlodipine + Hydrochlorothiazide 5/20/12.5 Orally,Amlosazide 5/12.5/20 mg 10 tab,أخصائي,No
Olmesartan medoxomil + Amlodipine + Hydrochlorothiazide 5/20/12.5 Orally,Amlosazide 5/12.5/20 mg 30 tab,أخصائي,No
Olmesartan medoxomil + Amlodipine + Hydrochlorothiazide 5/20/12.5 Orally,Erastapex trio 5/20/12.5 mg 10 tab,أخصائي,No
Olmesartan medoxomil + Amlodipine + Hydrochlorothiazide 5/20/12.5 Orally,Erastapex trio 5/20/12.5 mg 30 tab,أخصائي,No
Olmesartan medoxomil + Amlodipine + Hydrochlorothiazide 5/20/12.5 Orally,Marvitense 20/5/12.5 mg 10 tab,أخصائي,No
Olmesartan medoxomil + Amlodipine + Hydrochlorothiazide 5/20/12.5 Orally,Marvitense 20/5/12.5 mg 30 tab,أخصائي,No
Olmesartan medoxomil + Amlodipine + Hydrochlorothiazide 5/20/12.5 Orally,Tribatens 20/5/12.5mg 30 tab,أخصائي,No
Olmesartan medoxomil + Amlodipine + Hydrochlorothiazide 5/20/12.5 Orally,Tribatens 20/5/12.5mg 10 tab,أخصائي,No
Olmesartan medoxomil + Amlodipine + Hydrochlorothiazide 5/20/12.5 Orally,Averothiazide 5/12.5/20mg 10 tab,أخصائي,No
Olmesartan medoxomil + Amlodipine + Hydrochlorothiazide 5/40/12.5 Orally,Amlosazide 5/12.5/40 mg 10 tab,أخصائي,No
