uhia_code ,ar_name,en_name ,category,,,,,,,,,,,,,,,,,,
UHIA-0304,استئصال ورم ليفي رحمي من البطن ,Abdominal Myomectomy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-2775,إجهاض من البطن,Hysterotomy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0310,تصليح سقوط بالمهبل أمامي ,Anterior Colporrhaphy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0311,تصليح سقوط بالمهبل خلفي ,Posterior colporrhaphy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0290-01,تصليح سقوط بالمهبل أمامي (مرتجع),Anterior Colporrhaphy (Recurrent),صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0290-02,تصليح سقوط بالمهبل خلفي (مرتجع),Posterior Colporrhaphy (Recurrent),صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0305,تصليح عضلات المثانة,Reconstruction Of Urinary Sphuncter,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0313,ثقب وتفتيت جمجمة الجنين أو تقطيع الجنين,Fetal Destructive Procedures,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0309,سحب السائل الامنيوسي (عن طريق) بإستخدام الموجات فوق الصوتية ,Ultrasound Guided Amniocentesis,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0308,عمليات منظار الرحم ( تشخيصي ),Diagnostic Hysteroscopy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0300,عملية انقلاب بالرحم عند المهبل,Reduction Of Inverted Uterus,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0315,عملية فتح الابواق ,Salpingotomy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0316,عملية فتح الابواق بالمنظار,Laparoscopic Salpingotomy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0069,منظار البطن التشخيصي ,Diagnostic Laparoscopy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0564,ازالة الاحشاء الحوضية,Pelvic Exenteration,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0297,استئصال جزء من المهبل ,Partial Vaginectomy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0285,استئصال كلي للرحم ,Total Hysterectomy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0138,استئصال كلي للمهبل و الفرج ,"Total Vaginectomy , Abdominal Aroach",صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0286,استئصال( أورام خبيثة بالمبيضين) المبيض,Oophorectomy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0295,اصلاح ناسور مستقيمى مهبلى,Excision Of Recto-Vaginal Fistula - Abdominal Approach,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0593,اصلاح ناصور بولى مهبلى من المهبل جراحيا,Repair Of Urethrovaginal Fistula,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0291,تصليح الجدار الخلفي للمهبل وعضلة فتحة الشرج ,Vaginal Repair And Perineoplasty,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0294,عملية تعليق الرحم عن طريق البطن,Hysteropexy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0296,عملية فارتيم (للسرطان) لوجود سرطان عنق الرحم,Wertheim'S Operation,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0298,كي للجدار الداخلي للرحم عن طريق منظار رحمي , Hysteroscopic Endometrial Ablation,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0283,استئصال الرحم عن طريق المهبل ,Vaginal Hysterectomy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0282,استئصال جذري للرحم (والمبيض) المبيضين للأورام الخبيثة ,Radical Abdominal Hysterectomy For Malignancy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-2781,تكوين مهبل,Macindo Operation,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0284,عمليات منظار البطن الجراحي العلاجي لأمراض النساء (والتوليد),Female Pelvic Interventional Laparoscopy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0303,ولادة طبيعية بالجفت المتوسط ,Normal Delivery With Forceps ,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0302,ولادة طبيعية بالمقعدة ,Breech Vaginal Delivery,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0307,ولادة طبيعية لتوأم ,Normal Delivery Of Twins,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0301,ولادة قيصرية لأول مرة ,Cesarean Section,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0293,ولادة قيصرية متكررة,Repeat Cesarean Section,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-2780,إصلاح الرحم أو استئصال الرحم,Repair Of Uterus Versus Hystroctomy Due To Rupture Uterus ,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0285-1,استئصال كلي للرحم والمبيضين,Total abdominal hysterectomy with bilateral salpingo-oophrectomy,صفقات جراحة النساء والتوليد,,,,,,,,,,,,,,,,,,
UHIA-0359,استئصال غشاء القلب جراحيا.,Pericardiectomy,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0359-1,استئصال غشاء القلب جراحيا - باستخدام قلب صناعي,Surgical Pericardiectomy using cardiopulmonary bypas,عمليات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-0358,عمليات القلب المقفول.,Closed Heart Operation,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-0358-1,عمليات القلب المقفول. -  باستخدام واصلة,Closed Heart Operation-With Graft,عمليات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-0343,ازالة ورم بالقلب.,Excision Of Cardiac Tumor,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2784,اصلاح الصمام الميترالي بالمنظار,Thoracoscopic Repair Of Mitral Valve,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2785,تغيير الصمام الميترالي بالمنظار,Endoscopic Mitral Valve Replacement,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2786,توصيل شرايين بالقلب النابض,Beating Heart Cabg (Bhcabg),صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-0346,جراحة تمدد الشريان الاورطي ( أنيورزم),Repair Of Aortic Aneurysm,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-0347,علاج الذبذبة الاذينية جراحيا,Surgical Treatment Of Arrythmias,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2787,عمليات القلب المفتوح (إصلاح العيوب الخلقية) -اصلاح العيوب الخلقية بدون استخدام رقعة,Open Heart Surgeries - Congential Anomilies Repair Without Graft,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2788,عمليات القلب المفتوح (إصلاح العيوب الخلقية) -اصلاح العيوب الخلقية مع استخدام رقعة,Open Heart Surgeries - Congential Anomilies Repair With Graft,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-0336,عمليات القلب المفتوح (إصلاح العيوب الخلقية) -إعادة بناء الأوعية الكبرى بالقلب مع استخدام وصلة ,Surgery For Congenital Heart Disease -Reconstruction Of Congenital Great Vessel Malformation,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-0337,عمليات القلب المفتوح (إصلاح العيوب الخلقية) -إعادة بناء تشوهات القلب الخلقية المعقدة,Surgery For Congenital Heart Disease (Should Be Specified),صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-0324,عمليات القلب المفتوح CABG,Coronary Artery Bypass Graft Surgery,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2789,عمليات القلب المفتوح إصلاح الصمام الأورطي,Open Heart Surgeries - Aortic Valve Repair,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2790,عمليات القلب المفتوح إصلاح الصمام الثلاثي,Open Heart Surgeries - Tricuspid Valve Repair,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2791,عمليات القلب المفتوح إصلاح الصمام الرئوي,Open Heart Surgeries - Pulmonary Valve Repair,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2792,عمليات القلب المفتوح إصلاح الصمام الميترالي,Open Heart Surgeries - Mitral Valve Repair,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2793,عمليات القلب المفتوح تغيير الصمام الأورطي,Open Heart Surgeries - Replacement Of Aortic Valve,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2794,عمليات القلب المفتوح تغيير الصمام الثلاثي,Open Heart Surgeries - Replacement Of Tricuspid Valve,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2795,عمليات القلب المفتوح تغيير الصمام الرئوي,Open Heart Surgeries - Replacement Of Pulmonary Valve,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2796,عمليات القلب المفتوح تغيير الصمام الميترالي,Open Heart Surgeries - Replacement Of Mitral Valve,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2797,عملية استخراج الوريد الصافن بالمنظار,Endoscopic Saphenous Vein Stripping,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2798,(ECOM) - دورة دموية خارج الجسم لمدة طويلة لحالات قصور الدورة القلبية ,Extracorporeal Membrane Oxygenation (Ecom),صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2276,استخدام الصمام النسيجى فى عمليات تغيير صمام بالقلب,Natural Heart Valve Repair,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-2276-01,استخدام الصمام النسيجي (فري ستايل) في عمليات تغيير صمام بالقلب,Natural Heart Valve Repair-Free style valve,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-0372, تركيب انبوبة صدرية .,Chest Tube Insertion (Surgery),صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0371,عينة من الرئة.,Lung Biopsy,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-2799,منظار شعبي صلب,Bronchoscopy,صفقات الانف و الاذن والحنجرة,,,,,,,,,,,,,,,,,,
UHIA-2800,منظار شعبي ليفي مع استخدام جهاز الارجون,Bronchoscopy With Argon Laser ( Argon Plasma Coagulation ),صفقات الانف و الاذن والحنجرة,,,,,,,,,,,,,,,,,,
UHIA-0364,اخذ عينة من تجويف الصدر بالمنظار. ,Thoacoscopic Biopsy,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0365,استكشاف القفص الصدري.,Thoracotomy,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0360,استخراج جسم غريب من الشعب الهوائية بالمنظار.,Brochoscopic Foreign Body Extraction ,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0352,استئصال جزئي لغشاء التامور بالمنظار.,Thorascopic Partial Pericardiectomy,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0349,استئصال جزئي للرئة بالمنظار.,Thoracoscopic Partial Pneumonectomy,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0356,استئصال جزئي للرئة جراحيا.,Partial Pneumonectomy,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0359,استئصال غشاء القلب جراحيا.,Pericardiectomy,صفقات جراحة القلب,,,,,,,,,,,,,,,,,,
UHIA-0353,استئصال كلي لغشاء التامور بالمنظار.,Thorascopic Total Pericardiectomy,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0350,استئصال كلي للرئة بالمنظار.,Thoracoscopic Total Pneumonectomy,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0357,استئصال كلي للرئة جراحيا.,Total Pneumonectomy,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0351,استئصال ورم أو حويصلات من تجويف الصدر بالمنظار.,Excision Of Thoracic Cavity Tumor Or Cyst,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0355,تقشير الغشاء البلوري.,Pleural Decortication,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-0338,اعادة بناء القفص الصدري.,Reconstruction Of Chest Wall,صفقات جراحة الصدر,,,,,,,,,,,,,,,,,,
UHIA-2801,رفع قسطرة وريدية للحقن الكيماوي (بورتكاث),Removal Of Portacath,صفقات الأوعية الدموية,,,,,,,,,,,,,,,,,,
UHIA-2802,رفع قسطرة وريدية مستديمة للغسيل الكلوي (برميكاث),Removal Of Permicath,صفقات الأوعية الدموية,,,,,,,,,,,,,,,,,,
UHIA-2803,إزالة جسم غريب سطحي (من الملتحمة أو القرنية أو الصلبة) غير نافذ,Removal Of External Foreign Body (Conjuctival/Corneal/Scleral) Non-Penetrating,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-0495,اصلاح تمزق بالملتحمة,Repair Of Conjuctival Laceration,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-0501,أكياس دهنية متعددة.,Excision Of Multiple Chalazion,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2804,اخذ عينة من الغدة الدمعية أو الكيس الدمعي,Biopsy Of Lacrimal Gland/Sac,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2805,استئصال افة بالقرنية ,Excision Of Corneal Lesion,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2806,استئصال ظفرة,Pterygium Excision,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-0469,ظفرة مرتجعة.,Removal Of Pterygium,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2807,استئصال ظفرة مع رقعة او غشاء امنيوسي (يضاف سعر الغشاء),Pterygium Excision With Graft Or Amniotic Membrane ( Graft Price To Be Added ),صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2808,اصلاح ارتخاء الحاجب,Repair Of Brow Ptosis,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2809,اصلاح انقلاب الجفن للخارج أو للداخل بالغرز فقط,Ectropion/Entropion Correction By Suture Only,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-0499,إزالة غرز من القرنية,Corneal Suture Removal,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2810,إعادة ضبط الغرز الخاصة بعملية الحول ذات الغرز المعلقة,Postoperative Adjustment Of Adjustable Sutures For Squint Surgery,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2811,تدمير افة بالقرنية أو الملتحمة بالكي الحراري أو بالليزر أو التبريد ,Destruction Of Corneal/Conjunctival Lesion With Cryo/Cautery Or Laser,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-0498,تسليك القناة الدمعية مع وضع انبوبة أو دعامة,Intubation of lacrimal passages with insertion of tube or stent,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2812,خياطة لجرح بالجفن,Suturing Eyelid Wound,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2813,علاج ثقب/نتوء بالقرنية أو الصلبة بمادة لاصقة أو سيانواكريلات,Application Of Tissue Glue To Corneal/Scleral Wounds,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2814,عمل التصاق بين حافتي الجفن,Tarsorrhaphy,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2815,غسيل الخزانة الامامية,Anterior Chamber Wash,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-0484,استئصال افة أو ورم من الجفن مع اصلاح الجفن ,Excision Of Eyelid Lesion & Reconstruction,صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-0489,استئصال الكيس الدمعي,Lacrimal Sac Excision (Dacryocystectomy),صفقات العيون,,,,,,,,,,,,,,,,,,
UHIA-2816,استئصال أو عمل قطع جراحي بالقزحية,Iridectomy (Surgical),صفقات العيون,,,,,,,,,,,,,,,,,,
